,id_student,code_module,code_presentation,score_CMA,score_Exam,score_TMA,valid_submission,late_submission,weighted_score,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,total_clickSum,dataplus,dualpane,externalquiz,folder,forumng,glossary,homepage,htmlactivity,oucollaborate,oucontent,ouelluminate,ouwiki,page,questionnaire,quiz,repeatactivity,resource,sharedsubpage,subpage,url,final_result
176,409703,0,3,0,0,64.1,5,0,64.1,1,0,0,2,0,0,17,0,2597,13,0,0,0,269,0,488,0,0,1750,0,0,0,0,0,0,21,0,56,0,1
177,410092,0,3,0,0,66.7,3,2,66.7,0,5,0,0,1,0,5,0,298,7,0,0,0,2,6,54,0,0,205,0,0,0,0,0,0,3,0,19,2,1
178,411971,0,3,0,0,72.7,5,0,72.7,1,2,0,3,0,0,5,0,1264,3,0,0,0,6,0,213,0,1,931,0,0,0,0,0,0,26,0,83,1,1
179,418731,0,3,0,0,39.5,2,3,39.5,1,2,0,6,0,0,11,0,127,0,0,0,0,15,0,25,0,0,51,0,0,0,0,0,0,6,0,27,3,0
180,421455,0,3,0,0,77.2,4,1,77.2,0,4,0,4,0,0,5,0,1297,4,0,0,0,91,0,353,0,2,633,0,0,0,0,0,0,19,0,139,56,1
181,424577,0,3,0,0,57.2,5,0,57.2,1,3,1,9,0,0,17,0,1761,7,0,0,0,87,0,378,0,0,1177,0,0,0,0,0,0,9,0,80,23,1
182,429858,0,3,0,0,82.9,4,1,82.9,1,2,2,10,0,0,39,0,226,3,0,0,0,10,1,54,0,0,120,0,0,0,0,0,0,6,0,29,3,1
183,431025,0,3,0,0,54.8,5,0,54.8,1,0,0,8,0,0,22,0,268,0,0,0,0,0,0,55,0,0,181,0,0,0,0,0,0,3,0,28,1,0
184,439305,0,3,0,0,70.5,3,2,70.5,1,7,0,5,1,0,5,0,551,0,0,0,0,39,0,118,0,0,356,0,0,0,0,0,0,8,0,30,0,1
186,442064,0,3,0,0,52,1,4,52,0,9,1,6,0,0,17,0,395,0,0,0,0,76,0,64,0,0,176,0,0,0,0,0,0,7,0,59,13,1
187,442132,0,3,0,0,67.5,2,3,67.5,1,9,1,1,0,0,5,0,163,0,0,0,0,4,0,53,0,0,67,0,0,0,0,0,0,3,0,30,6,1
188,446108,0,3,0,0,57.1,5,0,57.1,1,9,0,6,0,0,17,0,875,0,0,0,0,201,0,208,0,0,388,0,0,0,0,0,0,12,0,50,16,1
189,447481,0,3,0,0,55.5,2,3,55.5,1,2,0,6,0,0,5,0,740,0,0,0,0,322,1,113,0,0,209,0,0,0,0,0,0,28,0,64,3,1
190,468120,0,3,0,0,11.8,1,1,11.8,1,11,2,4,0,0,17,0,106,1,0,0,0,4,0,22,0,0,25,0,0,0,0,0,0,38,0,15,1,0
193,470982,0,3,0,0,62.1,4,1,62.1,0,0,1,1,1,1,17,0,1060,0,0,0,0,74,0,183,0,0,708,0,0,0,0,0,0,7,0,55,33,1
194,476603,0,3,0,0,84.2,1,4,84.2,1,10,0,0,0,0,17,0,1249,3,0,0,0,168,1,254,0,4,747,0,0,0,0,0,0,12,0,60,0,1
195,481022,0,3,0,0,25.4,3,0,25.4,1,1,0,1,0,0,27,0,75,0,0,0,0,23,0,21,0,0,21,0,0,0,0,0,0,0,0,10,0,0
196,483800,0,3,0,0,71,4,1,71,0,12,0,2,0,0,17,0,1208,0,0,0,0,331,0,283,0,0,500,0,0,0,0,0,0,33,0,59,2,1
197,484897,0,3,0,0,61.1,4,1,61.1,0,9,0,8,0,0,17,0,639,0,0,0,0,201,0,170,0,0,174,0,0,0,0,0,0,16,0,69,9,1
198,485962,0,3,0,0,80.9,5,0,80.9,0,0,1,6,0,0,17,0,966,5,0,0,0,54,0,245,0,1,621,0,0,0,0,0,0,4,0,33,3,1
199,488990,0,3,0,0,54.3,5,0,54.3,1,9,0,7,1,0,5,0,501,0,0,0,0,53,0,119,0,0,173,0,0,0,0,0,0,15,0,102,39,1
200,500113,0,3,0,0,76.4,1,4,76.4,1,7,0,6,0,0,17,0,463,3,0,0,0,24,0,95,0,0,297,0,0,0,0,0,0,7,0,34,3,1
201,503889,0,3,0,0,69.5,5,0,69.5,0,12,0,2,0,0,5,0,1811,7,0,0,0,336,0,427,0,2,985,0,0,0,0,0,0,9,0,41,4,1
202,518808,0,3,0,0,74.1,2,3,74.1,0,6,1,8,0,0,5,0,1440,3,0,0,0,88,0,152,0,1,1123,0,0,0,0,0,0,16,0,56,1,1
204,527100,0,3,0,0,91.6,5,0,91.6,1,11,1,6,0,0,17,0,817,3,0,0,0,78,0,183,0,0,522,0,0,0,0,0,0,7,0,21,3,1
205,527801,0,3,0,0,39.1,3,1,39.1,1,9,2,8,1,0,17,0,431,0,0,0,0,46,0,144,0,0,154,0,0,0,0,0,0,5,0,65,17,0
206,533068,0,3,0,0,60.4,4,1,60.4,1,8,1,8,0,0,5,0,346,0,0,0,0,106,0,62,0,0,139,0,0,0,0,0,0,9,0,29,1,1
207,537081,0,3,0,0,61.4,3,2,61.4,0,6,1,9,0,0,17,0,866,1,0,0,0,473,0,143,0,0,147,0,0,0,0,0,0,18,0,81,3,0
208,544253,0,3,0,0,73.1,2,3,73.1,1,3,0,5,1,0,17,0,1920,3,0,0,0,135,0,624,0,0,967,0,0,0,0,0,0,24,0,133,34,1
209,548120,0,3,0,0,73.7,5,0,73.7,1,3,1,7,0,0,5,0,766,0,0,0,0,64,0,179,0,0,427,0,0,0,0,0,0,17,0,65,14,1
210,569505,0,3,0,0,85.9,5,0,85.9,0,1,1,5,1,0,5,0,4090,19,0,0,0,2319,0,734,0,1,956,0,0,0,0,0,0,21,0,39,1,1
211,570317,0,3,0,0,75.4,3,2,75.4,1,10,0,6,0,0,17,0,959,0,0,0,0,202,1,231,0,4,394,0,0,0,0,0,0,23,0,86,18,1
212,574505,0,3,0,0,41.7,5,0,41.7,0,11,1,3,0,0,17,0,847,5,0,0,0,6,0,134,0,0,672,0,0,0,0,0,0,12,0,18,0,1
213,588477,0,3,0,0,75,5,0,75,1,12,1,1,0,0,5,0,4060,8,0,0,0,2023,0,1092,0,1,901,0,0,0,0,0,0,6,0,25,4,1
215,593987,0,3,0,0,72.5,5,0,72.5,0,0,1,6,1,0,27,0,1560,4,0,0,0,133,13,294,0,0,998,0,0,0,0,0,0,23,0,93,2,0
216,596288,0,3,0,0,76.7,5,0,76.7,0,6,1,6,0,0,17,0,374,0,0,0,0,80,0,66,0,0,137,0,0,0,0,0,0,8,0,65,18,1
217,603834,0,3,0,0,61.4,2,3,61.4,0,6,1,4,0,0,11,0,340,0,0,0,0,119,1,77,0,0,107,0,0,0,0,0,0,3,0,33,0,1
218,623840,0,3,0,0,79.5,5,0,79.5,1,0,0,0,0,0,17,0,2256,1,0,0,0,836,2,332,0,0,948,0,0,0,0,0,0,18,0,114,5,1
219,626240,0,3,0,0,56.3,2,3,56.3,1,8,1,2,0,0,17,0,570,0,0,0,0,65,0,129,0,0,304,0,0,0,0,0,0,37,0,35,0,1
222,637665,0,3,0,0,49.8,5,0,49.8,0,8,1,8,0,0,5,0,2727,0,0,0,0,1492,0,461,0,0,661,0,0,0,0,0,0,8,0,103,2,1
223,639053,0,3,0,0,65.9,3,2,65.9,1,4,0,5,0,0,17,0,190,0,0,0,0,6,0,54,0,0,100,0,0,0,0,0,0,2,0,27,1,1
227,677186,0,3,0,0,57.3,5,0,57.3,1,7,1,6,0,0,5,0,607,0,0,0,0,57,0,118,0,0,376,0,0,0,0,0,0,3,0,38,15,1
228,684180,0,3,0,0,62.7,3,2,62.7,1,4,1,10,0,0,17,0,123,0,0,0,0,15,0,34,0,0,50,0,0,0,0,0,0,16,0,8,0,1
229,687698,0,3,0,0,54.3,3,2,54.3,1,12,1,1,0,0,17,0,174,0,0,0,0,39,0,53,0,1,42,0,0,0,0,0,0,2,0,29,8,1
230,696073,0,3,0,0,74.7,5,0,74.7,0,2,2,10,0,0,5,0,1961,3,0,0,0,279,0,330,0,0,1253,0,0,0,0,0,0,12,0,84,0,1
233,852847,0,3,0,0,9.6,2,0,9.6,1,9,0,5,2,0,5,0,81,2,0,0,0,1,0,50,0,0,6,0,0,0,0,0,0,5,0,17,0,0
234,998493,0,3,0,0,67.6,5,0,67.6,0,8,0,8,2,0,5,0,9317,16,0,0,0,4556,2,2593,0,3,1669,0,0,0,0,0,0,20,0,261,197,1
235,1045203,0,3,0,0,79.4,1,4,79.4,1,10,2,0,1,0,5,0,3037,2,0,0,0,788,5,915,0,4,1003,0,0,0,0,0,0,27,0,211,82,1
236,1112555,0,3,0,0,66.6,3,2,66.6,0,8,0,2,1,0,5,0,2289,3,0,0,0,562,0,404,0,3,1189,0,0,0,0,0,0,31,0,92,5,1
238,1268696,0,3,0,0,61.2,5,0,61.2,1,9,1,7,1,0,5,0,298,0,0,0,0,155,2,95,0,0,18,0,0,0,0,0,0,4,0,23,1,1
239,1352868,0,3,0,0,67.2,3,2,67.2,1,12,0,1,1,1,5,0,1064,3,0,0,0,229,0,204,0,0,571,0,0,0,0,0,0,11,0,44,2,1
242,1471214,0,3,0,0,71.4,4,1,71.4,1,1,0,5,1,0,5,0,1161,5,0,0,0,203,0,89,0,0,777,0,0,0,0,0,0,6,0,57,24,1
243,1472925,0,3,0,0,63,2,3,63,0,0,2,3,1,1,5,1,523,0,0,0,0,86,0,102,0,0,243,0,0,0,0,0,0,10,0,60,22,1
244,1484804,0,3,0,0,66.8,1,4,66.8,0,11,0,3,1,0,5,0,1379,0,0,0,0,19,0,500,0,0,700,0,0,0,0,0,0,21,0,120,19,1
245,1511033,0,3,0,0,75.3,5,0,75.3,1,10,0,4,1,0,5,0,620,3,0,0,0,0,0,155,0,0,288,0,0,0,0,0,0,9,0,103,62,1
246,1576513,0,3,0,0,86.9,5,0,86.9,0,1,0,5,1,0,5,0,14011,34,0,0,0,7016,0,3921,0,1,2211,0,0,0,0,0,0,201,0,338,289,1
247,1609002,0,3,0,0,79.8,3,2,79.8,0,1,0,6,1,0,5,0,914,3,0,0,0,43,0,269,0,3,500,0,0,0,0,0,0,21,0,51,24,1
248,1629771,0,3,0,0,79.5,4,1,79.5,1,7,0,5,1,0,5,0,501,1,0,0,0,88,1,138,0,0,205,0,0,0,0,0,0,10,0,43,15,1
251,1715896,0,3,0,0,77.8,4,1,77.8,1,8,0,7,1,0,5,0,4613,11,0,0,0,2631,1,1145,0,5,702,0,0,0,0,0,0,8,0,78,32,1
252,1721270,0,3,0,0,57.5,2,3,57.5,1,7,2,4,1,0,11,0,716,0,0,0,0,65,0,83,0,0,502,0,0,0,0,0,0,33,0,25,8,1
253,1757766,0,3,0,0,70.9,3,2,70.9,0,5,0,2,1,0,5,0,3157,7,0,0,0,184,0,493,0,0,2154,0,0,0,0,0,0,28,0,179,112,1
254,1773377,0,3,0,0,74.4,1,4,74.4,1,3,0,8,1,0,5,0,527,0,0,0,0,20,0,126,0,0,283,0,0,0,0,0,0,8,0,53,37,1
255,1799111,0,3,0,0,77.6,5,0,77.6,1,6,0,5,1,0,5,0,1095,0,0,0,0,211,0,268,0,0,529,0,0,0,0,0,0,5,0,71,11,1
256,1818673,0,3,0,0,8.6,1,0,8.6,0,6,1,1,1,0,17,0,316,0,0,0,0,41,0,69,0,0,160,0,0,0,0,0,0,5,0,36,5,0
258,1926668,0,3,0,0,61.4,5,0,61.4,1,3,2,2,1,0,5,0,2023,24,0,0,0,57,0,251,0,0,1430,0,0,0,0,0,0,40,0,141,80,1
259,1947156,0,3,0,0,77.7,5,0,77.7,0,7,0,3,1,0,5,0,1966,8,0,0,0,615,0,441,0,10,706,0,0,0,0,0,0,5,0,102,79,1
260,1967783,0,3,0,0,64.2,5,0,64.2,0,8,0,6,1,0,5,1,1961,10,0,0,0,563,0,304,0,0,1005,0,0,0,0,0,0,14,0,56,9,1
261,1975209,0,3,0,0,65.2,5,0,65.2,1,7,2,3,1,0,5,0,2421,0,0,0,0,185,15,571,0,0,1423,0,0,0,0,0,0,19,0,152,56,1
262,2010232,0,3,0,0,83.8,4,1,83.8,0,6,0,7,0,0,5,0,4073,9,0,0,0,1731,12,1044,0,4,1074,0,0,0,0,0,0,49,0,140,10,1
263,2045084,0,3,0,0,7.2,0,1,7.2,1,5,1,3,1,0,17,0,250,0,0,0,0,25,0,47,0,0,125,0,0,0,0,0,0,19,0,27,7,0
264,2057803,0,3,0,0,63.5,4,1,63.5,1,3,2,4,1,0,5,0,2906,0,0,0,0,2024,0,589,0,0,221,0,0,0,0,0,0,10,0,40,22,1
265,2073016,0,3,0,0,15,1,0,15,0,3,2,2,1,1,5,0,161,0,0,0,0,22,0,34,0,0,76,0,0,0,0,0,0,4,0,20,5,0
266,2085209,0,3,0,0,87.5,3,2,87.5,0,4,1,3,1,0,5,0,6952,15,0,0,0,2280,0,1541,0,3,2610,0,0,0,0,0,0,47,0,260,196,1
267,2086400,0,3,0,0,70.1,3,2,70.1,1,6,0,6,1,0,5,0,3338,8,0,0,0,758,0,874,0,0,1302,0,0,0,0,0,0,25,0,211,160,1
268,2139353,0,3,0,0,33.8,0,2,33.8,1,3,0,4,1,1,5,0,1119,5,0,0,0,36,0,98,0,0,803,0,0,0,0,0,0,11,0,88,78,1
269,2148681,0,3,0,0,72.5,2,3,72.5,0,1,2,3,1,0,11,0,2083,9,0,0,0,580,0,340,0,1,973,0,0,0,0,0,0,47,0,79,54,1
272,2165164,0,3,0,0,62.2,5,0,62.2,0,9,2,9,0,0,5,0,1442,5,0,0,0,315,0,301,0,7,710,0,0,0,0,0,0,7,0,63,34,1
274,2207874,0,3,0,0,26.2,1,2,26.2,0,11,2,4,0,0,17,0,265,0,0,0,0,109,0,48,0,0,68,0,0,0,0,0,0,5,0,31,4,0
275,2240349,0,3,0,0,77.2,5,0,77.2,1,9,2,1,1,0,5,0,2746,2,0,0,0,568,0,606,0,2,1171,0,0,0,0,0,0,35,0,262,100,1
276,2244332,0,3,0,0,85.5,4,1,85.5,1,5,0,1,1,0,5,0,12903,35,0,0,0,6046,0,4180,0,2,2442,0,0,0,0,0,0,4,0,125,69,1
278,2277857,0,3,0,0,64.9,5,0,64.9,0,11,0,6,1,0,5,0,2217,6,0,0,0,367,0,364,0,2,1358,0,0,0,0,0,0,11,0,61,48,1
279,2297896,0,3,0,0,64,4,1,64,0,11,0,6,1,0,5,0,469,0,0,0,0,29,0,100,0,0,256,0,0,0,0,0,0,11,0,55,18,1
280,2318055,0,3,0,0,76,3,2,76,1,10,0,8,1,1,5,0,1462,0,0,0,0,430,0,184,0,1,770,0,0,0,0,0,0,8,0,64,5,1
281,2330254,0,3,0,0,70.9,5,0,70.9,1,3,2,3,1,0,5,0,2352,0,0,0,0,939,0,696,0,0,629,0,0,0,0,0,0,5,0,56,27,1
282,2355470,0,3,0,0,53.2,5,0,53.2,1,1,0,7,1,0,17,0,210,0,0,0,0,6,0,57,0,0,122,0,0,0,0,0,0,3,0,21,1,1
283,2358969,0,3,0,0,63.5,2,2,63.5,0,0,0,6,0,1,5,0,1684,3,0,0,0,380,3,472,0,0,730,0,0,0,0,0,0,16,0,70,10,1
284,2363863,0,3,0,0,80.8,2,3,80.8,0,5,0,0,0,0,5,0,4403,10,0,0,0,912,0,1231,0,2,1808,0,0,0,0,0,0,63,0,253,124,1
285,2369415,0,3,0,0,55.3,4,0,55.3,1,3,0,3,1,0,5,0,491,0,0,0,0,11,0,134,0,0,289,0,0,0,0,0,0,13,0,44,0,1
286,2375975,0,3,0,0,71.7,3,2,71.7,0,0,0,5,1,0,5,1,3619,11,0,0,0,1791,0,689,0,0,1038,0,0,0,0,0,0,18,0,71,1,1
287,2397661,0,3,0,0,49.9,5,0,49.9,0,1,2,1,1,0,5,0,1605,15,0,0,0,442,0,253,0,0,765,0,0,0,0,0,0,48,0,61,21,1
288,2398313,0,3,0,0,71.2,2,3,71.2,1,0,2,6,1,0,5,0,2587,8,0,0,0,640,1,616,0,0,1283,0,0,0,0,0,0,8,0,25,6,1
289,2404408,0,3,0,0,14.2,1,1,14.2,0,9,2,3,1,0,5,0,678,0,0,0,0,275,0,117,0,0,237,0,0,0,0,0,0,4,0,36,9,0
290,2425993,0,3,0,0,68,4,1,68,1,6,1,3,0,0,5,0,730,0,0,0,0,11,0,91,0,0,584,0,0,0,0,0,0,15,0,27,2,1
291,2432796,0,3,0,0,63.4,3,2,63.4,0,0,1,6,1,0,5,0,918,2,0,0,0,108,0,170,0,0,537,0,0,0,0,0,0,9,0,67,25,1
292,2434159,0,3,0,0,51.9,2,3,51.9,1,5,0,9,0,0,5,0,140,0,0,0,0,7,0,47,0,0,75,0,0,0,0,0,0,3,0,7,1,1
293,2436812,0,3,0,0,17.2,1,1,17.2,0,8,0,8,0,0,5,0,539,0,0,0,0,85,0,122,0,0,231,0,0,0,0,0,0,26,0,59,16,0
294,2467267,0,3,0,0,71.7,5,0,71.7,1,11,1,0,0,0,5,0,90,0,0,0,0,3,0,29,0,0,31,0,0,0,0,0,0,7,0,19,1,1
295,2473538,0,3,0,0,54.5,1,4,54.5,0,7,0,7,1,0,5,0,1334,11,0,0,0,370,7,231,0,5,583,0,0,0,0,0,0,49,0,67,11,1
297,2494700,0,3,0,0,84.1,5,0,84.1,1,12,1,6,0,0,5,0,3347,9,0,0,0,828,0,719,0,4,1434,0,0,0,0,0,0,11,0,181,161,1
298,2500258,0,3,0,0,72.9,2,3,72.9,0,5,0,6,0,0,17,0,2264,20,0,0,0,529,0,345,0,0,1311,0,0,0,0,0,0,23,0,34,2,1
300,2509639,0,3,0,0,67,3,2,67,1,11,0,7,0,0,11,0,1172,1,0,0,0,79,0,157,0,2,786,0,0,0,0,0,0,27,0,90,30,1
301,2514368,0,3,0,0,82.9,1,4,82.9,1,11,0,4,1,0,5,0,286,2,0,0,0,0,0,49,0,0,184,0,0,0,0,0,0,2,0,40,9,1
302,2514898,0,3,0,0,67.6,2,3,67.6,0,0,2,8,1,0,5,0,1569,23,0,0,0,268,1,266,0,2,850,0,0,0,0,0,0,24,0,90,45,1
303,2521865,0,3,0,0,61.7,2,3,61.7,0,8,0,4,1,0,5,1,3626,4,0,0,0,1808,0,633,0,2,1016,0,0,0,0,0,0,19,0,90,54,1
304,2522927,0,3,0,0,66.8,5,0,66.8,0,9,0,5,1,0,5,0,3516,15,0,0,0,1143,0,864,0,0,1177,0,0,0,0,0,0,16,0,183,118,1
307,2551797,0,3,0,0,64.2,5,0,64.2,0,7,0,7,0,0,5,0,471,0,0,0,0,364,0,70,0,0,19,0,0,0,0,0,0,3,0,14,1,1
309,2569324,0,3,0,0,72.6,1,4,72.6,1,8,0,8,0,1,5,0,444,0,0,0,0,33,0,103,0,0,256,0,0,0,0,0,0,14,0,38,0,1
310,2574990,0,3,0,0,56.7,4,1,56.7,0,9,1,5,1,0,5,0,1557,7,0,0,0,218,1,400,0,9,495,0,0,0,0,0,0,2,0,241,184,0
311,2578676,0,3,0,0,71,4,1,71,1,4,2,1,1,0,17,0,1080,3,0,0,0,156,0,344,0,0,414,0,0,0,0,0,0,9,0,89,65,1
312,2581477,0,3,0,0,47.8,3,2,47.8,0,0,2,3,1,0,5,0,5219,32,0,0,0,2860,6,1006,0,1,1049,0,0,0,0,0,0,72,0,138,55,1
313,2584873,0,3,0,0,62.8,1,4,62.8,0,0,0,7,0,0,17,0,1392,0,0,0,0,323,0,349,0,1,547,0,0,0,0,0,0,31,0,103,38,1
314,2595841,0,3,0,0,55.4,2,3,55.4,0,1,2,5,1,0,5,0,896,0,0,0,0,179,0,187,0,1,486,0,0,0,0,0,0,9,0,26,8,0
315,2596621,0,3,0,0,73,5,0,73,1,9,0,4,2,0,5,0,6860,31,0,0,0,4281,0,775,0,2,1596,0,0,0,0,0,0,23,0,125,27,1
316,2601889,0,3,0,0,80.9,4,1,80.9,1,11,1,6,1,0,5,0,2161,8,0,0,0,780,0,297,0,1,940,0,0,0,0,0,0,10,0,80,45,1
317,2602338,0,3,0,0,21.8,0,2,21.8,0,5,2,1,1,0,17,0,816,4,0,0,0,119,0,157,0,0,424,0,0,0,0,0,0,4,0,73,35,0
318,2606802,0,3,0,0,5.8,1,1,5.8,1,4,0,5,0,0,5,0,305,0,0,0,0,7,0,69,0,2,167,0,0,0,0,0,0,5,0,42,13,0
319,2624961,0,3,0,0,62.2,4,1,62.2,0,3,0,7,0,0,5,0,363,0,0,0,0,70,0,75,0,1,153,0,0,0,0,0,0,2,0,55,7,0
320,2633226,0,3,0,0,54.1,2,3,54.1,1,9,0,4,1,0,5,0,792,0,0,0,0,0,0,136,0,0,610,0,0,0,0,0,0,14,0,30,2,1
321,2642616,0,3,0,0,57.1,2,3,57.1,0,12,0,1,1,0,11,0,1479,13,0,0,0,318,3,454,0,0,459,0,0,0,0,0,0,52,0,159,21,1
322,2642935,0,3,0,0,83.7,5,0,83.7,0,1,2,7,1,0,5,0,3676,20,0,0,0,1431,0,698,0,3,1137,0,0,0,0,0,0,10,0,210,167,1
323,2648611,0,3,0,0,78.2,4,1,78.2,0,7,0,1,1,0,5,0,1347,4,0,0,0,93,0,379,0,1,822,0,0,0,0,0,0,9,0,32,7,1
324,2649800,0,3,0,0,66,0,5,66,1,11,2,4,1,0,5,0,1144,0,0,0,0,3,0,204,0,0,845,0,0,0,0,0,0,10,0,53,29,1
325,2654628,0,3,0,0,72.1,2,3,72.1,0,0,2,8,1,1,5,0,1100,0,0,0,0,33,0,133,0,0,871,0,0,0,0,0,0,7,0,52,4,1
326,2677624,0,3,0,0,70.5,4,1,70.5,1,5,0,9,1,0,11,0,965,0,0,0,0,150,0,136,0,0,533,0,0,0,0,0,0,8,0,105,33,1
327,2680312,0,3,0,0,79.7,1,4,79.7,1,6,1,8,2,0,5,0,4826,8,0,0,0,1145,0,852,0,0,2429,0,0,0,0,0,0,19,0,249,124,1
328,2688166,0,3,0,0,45.4,2,2,45.4,1,12,2,3,1,0,5,0,680,0,0,0,0,85,0,162,0,0,341,0,0,0,0,0,0,8,0,60,24,1
330,2692514,0,3,0,0,78.1,5,0,78.1,1,5,2,0,1,0,17,0,5809,3,0,0,0,3723,0,1626,0,0,359,0,0,0,0,0,0,25,0,73,0,1
331,2694788,0,3,0,0,16.1,3,0,16.1,0,8,0,6,1,0,27,1,76,0,0,0,0,3,0,26,0,0,25,0,0,0,0,0,0,2,0,20,0,0
334,27935,3,1,0,0,44.975,2,2,44.975,0,0,2,2,0,0,5,1,749,0,0,3,0,132,0,239,0,2,57,0,38,0,0,0,0,39,0,211,28,0
335,28046,3,1,0,40,49.9,6,1,89.9,0,12,1,9,1,0,7,0,637,0,0,10,0,92,0,150,0,0,90,0,75,0,0,0,0,32,0,175,13,0
336,29411,3,1,0,62,75.65,6,1,137.65,1,1,0,7,0,0,5,0,780,0,0,23,0,169,4,193,0,1,38,0,74,0,0,0,0,71,0,191,16,1
337,30549,3,1,0,0,3.5,1,0,3.5,1,7,0,0,1,2,5,0,120,0,0,1,0,7,0,46,0,2,31,0,0,0,0,0,0,3,0,30,0,0
338,31173,3,1,0,27,50.125,7,0,77.125,1,5,0,3,1,1,5,0,858,0,0,7,0,162,0,212,0,6,228,0,110,0,0,0,0,44,0,87,2,0
342,33930,3,1,0,67,67.975,6,0,134.975,0,9,0,1,0,0,11,0,480,0,0,6,0,138,0,174,0,6,18,0,70,0,0,0,0,20,0,47,1,1
344,34653,3,1,0,0,24.1,3,0,24.1,1,1,2,2,0,0,5,0,144,0,0,0,0,29,0,23,0,0,16,0,5,0,0,0,0,18,0,50,3,0
345,39411,3,1,0,0,7,1,0,7,0,11,2,0,0,0,5,0,147,0,0,1,0,44,0,36,0,1,46,0,0,0,0,0,0,0,0,17,2,0
347,40184,3,1,0,100,93,7,0,193,1,10,1,2,2,0,5,0,1755,0,0,35,0,505,0,459,0,2,20,0,291,0,0,0,0,69,0,344,30,1
348,40419,3,1,0,69,70.725,7,0,139.725,1,1,2,1,1,1,5,0,551,0,0,6,0,184,0,111,0,0,82,0,43,0,0,0,0,41,0,80,4,1
349,40563,3,1,0,49,71.675,7,0,120.675,0,7,0,0,0,0,5,0,505,0,0,2,0,156,0,97,0,3,32,0,59,0,0,0,0,18,0,118,20,1
350,42818,3,1,0,0,3.9,1,0,3.9,0,0,2,3,0,0,27,1,159,0,0,4,0,50,0,31,0,2,40,0,0,0,0,0,0,2,0,30,0,0
352,48152,3,1,0,47,41.375,4,2,88.375,0,0,0,6,0,0,17,0,491,0,0,2,0,45,0,95,0,11,158,0,62,0,0,0,0,36,0,71,11,1
353,51163,3,1,0,84,67.075,7,0,151.075,1,3,1,1,1,0,5,0,1133,0,0,23,0,61,0,238,0,72,224,0,12,0,0,0,0,94,0,382,27,1
354,57227,3,1,0,67,64.25,6,0,131.25,0,5,2,5,0,1,24,0,1259,0,0,15,0,345,9,429,0,11,127,0,50,0,0,0,0,37,0,223,13,1
355,57818,3,1,0,80,93.55,7,0,173.55,1,10,0,7,1,0,5,0,2729,0,0,41,0,562,0,592,0,6,199,0,339,0,0,0,0,101,0,802,87,1
356,59275,3,1,0,0,30.35,4,0,30.35,1,6,1,3,0,0,5,0,467,0,0,0,0,147,0,82,0,0,141,0,23,0,0,0,0,23,0,50,1,0
357,59370,3,1,0,60,62.35,7,0,122.35,1,2,0,0,1,0,27,0,1930,0,0,17,0,579,6,477,0,18,270,0,105,0,0,0,0,70,0,374,14,1
358,63566,3,1,0,36,65.825,6,1,101.825,1,7,1,6,2,0,17,0,1060,0,0,4,0,156,1,266,0,11,44,0,129,0,0,0,0,88,0,335,26,0
359,63856,3,1,0,27,52.925,4,3,79.925,1,6,0,5,1,1,5,0,959,0,0,5,0,318,0,249,0,6,88,0,82,0,0,0,0,64,0,136,11,1
361,67471,3,1,0,47,71.15,7,0,118.15,0,3,2,1,0,2,5,0,911,0,0,35,0,139,0,177,0,16,128,0,85,0,0,0,0,67,0,245,19,1
362,67505,3,1,0,0,39.525,2,2,39.525,0,4,0,10,1,1,5,0,1176,0,0,4,0,240,38,284,0,4,96,0,203,0,0,0,0,61,0,230,16,0
364,68376,3,1,0,69,52.45,6,0,121.45,1,12,1,8,0,0,5,0,1010,0,0,16,0,292,0,290,0,1,37,0,62,0,0,0,0,80,0,200,32,1
365,71209,3,1,0,44,56.1,7,0,100.1,1,7,2,4,1,0,5,0,471,0,0,3,0,162,0,121,0,44,14,0,69,0,0,0,0,7,0,50,1,1
366,74502,3,1,0,56,50.575,6,0,106.575,0,10,2,5,0,0,17,0,3308,0,0,32,0,1026,0,818,0,31,511,0,122,0,0,0,0,152,0,595,21,1
368,78170,3,1,0,42,70.9,7,0,112.9,0,11,2,2,0,0,5,0,2466,0,0,8,0,979,3,515,0,8,261,0,234,0,0,0,0,87,0,333,38,0
370,80868,3,1,0,58,76.475,7,0,134.475,1,9,2,7,0,0,5,0,4295,0,0,3,0,1458,0,1414,0,48,539,0,152,0,0,0,0,183,0,321,177,1
371,82088,3,1,0,0,32.1,2,1,32.1,0,1,1,6,1,2,5,0,856,0,0,6,0,250,28,299,0,1,35,0,16,0,0,0,0,23,0,93,105,0
374,89188,3,1,0,64,61.725,7,0,125.725,0,8,0,4,0,0,5,1,1732,0,0,18,0,633,102,356,0,7,144,0,96,0,0,0,0,51,0,312,13,1
375,89727,3,1,0,0,45.325,5,0,45.325,0,10,0,3,0,0,7,0,371,0,0,6,0,104,0,82,0,1,37,0,86,0,0,0,0,11,0,32,12,0
376,90979,3,1,0,0,28.85,2,2,28.85,0,0,1,7,1,0,17,0,156,0,0,1,0,40,0,63,0,0,41,0,1,0,0,0,0,3,0,7,0,0
377,102850,3,1,0,82,77.55,7,0,159.55,0,9,0,6,1,0,25,0,1712,0,0,12,0,649,12,298,0,8,278,0,87,0,0,0,0,60,0,283,25,1
